Order Date,Category,Sales
2015-04-18,Office Supplies,1363.464
2015-04-18,Technology,490.66
2015-04-19,Office Supplies,329.96
2015-04-20,Furniture,595.38
2015-04-20,Office Supplies,311.37600000000003
2015-04-20,Technology,287.97
2015-04-21,Furniture,401.84000000000003
2015-04-21,Office Supplies,21.3
2015-04-21,Technology,469.95
2015-04-22,Office Supplies,64.14
2015-04-22,Technology,88.776
2015-04-24,Office Supplies,25.99
2015-04-25,Furniture,128.058
2015-04-25,Office Supplies,792.888
2015-04-26,Furniture,1592.8495
2015-04-26,Office Supplies,185.28
2015-04-26,Technology,311.976
2015-04-27,Furniture,1267.53
2015-04-27,Office Supplies,72.14
2015-04-27,Technology,1379.92
2015-04-28,Office Supplies,4044.3619999999996
2015-04-29,Office Supplies,7.968
2015-04-30,Furniture,278.295
2015-04-30,Office Supplies,41.129999999999995
2015-04-30,Technology,1252.27
2015-05-01,Furniture,63.552
2015-05-01,Office Supplies,298.636
2015-05-01,Technology,88.752
2015-05-02,Office Supplies,8.856
2015-05-02,Technology,158.376
2015-05-03,Furniture,1509.996
2015-05-03,Office Supplies,321.252
2015-05-03,Technology,367.512
2015-05-04,Furniture,49.088
2015-05-04,Office Supplies,125.93
2015-05-04,Technology,946.344
2015-05-07,Furniture,244.006
2015-05-07,Office Supplies,61.616
2015-05-08,Furniture,339.51599999999996
2015-05-08,Office Supplies,464.538
2015-05-08,Technology,3177.9139999999998
2015-05-09,Office Supplies,48.81
2015-05-10,Office Supplies,107.75399999999999
2015-05-10,Technology,46.688
2015-05-11,Furniture,191.968
2015-05-12,Furniture,21.968
2015-05-12,Office Supplies,217.64600000000002
2015-05-12,Technology,820.7360000000001
2015-05-13,Office Supplies,16.0
2015-05-13,Technology,222.384
2015-05-14,Furniture,1452.7875
2015-05-14,Office Supplies,1688.412
2015-05-15,Office Supplies,69.908
2015-05-16,Technology,255.968
2015-05-17,Office Supplies,134.46800000000002
2015-05-18,Office Supplies,10.86
2015-05-20,Furniture,163.136
2015-05-20,Office Supplies,6.408
2015-05-21,Office Supplies,72.332
2015-05-22,Office Supplies,113.05000000000001
2015-05-22,Technology,3749.0480000000002
2015-05-23,Furniture,75.33
2015-05-23,Office Supplies,1229.626
2015-05-24,Furniture,602.651
2015-05-24,Office Supplies,7.656
2015-05-25,Furniture,14.73
2015-05-25,Office Supplies,1049.664
2015-05-25,Technology,675.024
2015-05-26,Furniture,230.856
2015-05-26,Office Supplies,184.224
2015-05-26,Technology,567.484
2015-05-28,Office Supplies,748.156
2015-05-28,Technology,45.99
2015-05-29,Furniture,358.626
2015-05-29,Office Supplies,846.216
2015-05-30,Office Supplies,160.32
2015-05-30,Technology,520.78
2015-05-31,Furniture,4056.7400000000002
2015-05-31,Office Supplies,1121.398
2015-06-01,Office Supplies,492.31800000000004
2015-06-01,Technology,341.88
2015-06-04,Furniture,35.28
2015-06-04,Office Supplies,47.08
2015-06-04,Technology,1109.95
2015-06-05,Furniture,1522.638
2015-06-05,Office Supplies,10.56
2015-06-07,Office Supplies,59.768
2015-06-08,Furniture,173.208
2015-06-08,Office Supplies,907.528
2015-06-08,Technology,2.376
2015-06-09,Furniture,355.36
2015-06-09,Office Supplies,228.78
2015-06-09,Technology,212.976
2015-06-11,Furniture,1201.7520000000002
2015-06-11,Office Supplies,1868.528
2015-06-11,Technology,303.284
2015-06-12,Furniture,43.296
2015-06-12,Office Supplies,75.196
2015-06-12,Technology,55.984
2015-06-13,Office Supplies,160.948
2015-06-13,Technology,967.95
2015-06-14,Furniture,51.072
2015-06-15,Furniture,404.96000000000004
2015-06-15,Office Supplies,91.93599999999999
2015-06-15,Technology,237.248
2015-06-16,Furniture,197.372
2015-06-16,Office Supplies,3112.552
2015-06-16,Technology,133.98
2015-06-18,Furniture,779.336
2015-06-18,Office Supplies,635.781
2015-06-18,Technology,467.97
2015-06-19,Furniture,12.56
2015-06-19,Office Supplies,433.786
2015-06-20,Furniture,257.64
2015-06-20,Technology,571.904
2015-06-21,Technology,107.976
2015-06-22,Furniture,796.425
2015-06-22,Office Supplies,1222.528
2015-06-23,Furniture,27.42
2015-06-23,Office Supplies,171.41
2015-06-23,Technology,638.128
2015-06-25,Furniture,280.234
2015-06-25,Office Supplies,576.846
2015-06-26,Furniture,332.94
2015-06-26,Office Supplies,245.476
2015-06-26,Technology,1013.78
2015-06-28,Furniture,1104.7
2015-06-28,Office Supplies,281.76599999999996
2015-06-29,Furniture,137.986
2015-06-29,Office Supplies,24.96
2015-06-29,Technology,269.98
2015-07-02,Furniture,950.378
2015-07-02,Office Supplies,607.284
2015-07-02,Technology,74.24
2015-07-03,Furniture,522.332
2015-07-03,Office Supplies,301.65000000000003
2015-07-04,Office Supplies,38.328
2015-07-04,Technology,1099.96
2015-07-05,Furniture,9.856
2015-07-05,Office Supplies,76.99000000000001
2015-07-05,Technology,34.8
2015-07-06,Furniture,642.092
2015-07-06,Office Supplies,612.77
2015-07-06,Technology,124.95
2015-07-08,Office Supplies,21.12
2015-07-09,Furniture,181.96
2015-07-09,Office Supplies,670.202
2015-07-09,Technology,734.952
2015-07-10,Office Supplies,43.286
2015-07-11,Furniture,856.4680000000001
2015-07-11,Office Supplies,369.48400000000004
2015-07-11,Technology,716.0
2015-07-12,Furniture,391.367
2015-07-12,Office Supplies,8.84
2015-07-12,Technology,1652.3600000000001
2015-07-13,Furniture,1931.04
2015-07-13,Office Supplies,102.21600000000001
2015-07-14,Furniture,569.684
2015-07-14,Office Supplies,291.23199999999997
2015-07-16,Furniture,2199.836
2015-07-16,Office Supplies,229.65
2015-07-16,Technology,599.9
2015-07-17,Furniture,427.38599999999997
2015-07-17,Office Supplies,20.696
2015-07-18,Furniture,7.38
2015-07-18,Office Supplies,9.088
2015-07-18,Technology,655.95
2015-07-19,Office Supplies,2.025
2015-07-20,Furniture,1298.374
2015-07-20,Office Supplies,410.01
2015-07-20,Technology,984.7840000000001
2015-07-23,Furniture,128.82
2015-07-23,Office Supplies,79.452
2015-07-24,Furniture,20.94
2015-07-24,Office Supplies,225.15
2015-07-24,Technology,279.86
2015-07-25,Furniture,1625.048
2015-07-25,Office Supplies,146.016
2015-07-25,Technology,623.96
2015-07-26,Furniture,659.517
2015-07-26,Office Supplies,309.708
2015-07-27,Technology,29.97
2015-07-30,Furniture,161.16
2015-07-30,Office Supplies,72.712
2015-07-30,Technology,209.93
2015-07-31,Furniture,1090.782
2015-07-31,Office Supplies,72.03
2015-07-31,Technology,2549.35
2015-08-01,Furniture,1004.976
2015-08-01,Office Supplies,6.72
2015-08-02,Furniture,388.48
2015-08-02,Office Supplies,14.768
2015-08-02,Technology,887.23
2015-08-05,Furniture,14.76
2015-08-05,Office Supplies,57.89
2015-08-06,Furniture,369.1992
2015-08-06,Office Supplies,125.67
2015-08-07,Furniture,212.94
2015-08-07,Office Supplies,260.296
2015-08-07,Technology,494.97
2015-08-08,Furniture,144.784
2015-08-08,Office Supplies,615.328
2015-08-08,Technology,79.99
2015-08-09,Furniture,1755.876
2015-08-09,Office Supplies,1586.786
2015-08-09,Technology,1535.73
2015-08-10,Office Supplies,273.16200000000003
2015-08-10,Technology,578.312
2015-08-11,Furniture,46.152
2015-08-11,Office Supplies,11.96
2015-08-11,Technology,138.0
2015-08-13,Furniture,31.56
2015-08-13,Office Supplies,555.336
2015-08-15,Furniture,104.23
2015-08-15,Office Supplies,393.36
2015-08-16,Furniture,555.822
2015-08-16,Office Supplies,392.18199999999996
2015-08-16,Technology,2430.928
2015-08-17,Office Supplies,98.76
2015-08-17,Technology,282.88
2015-08-21,Furniture,1754.848
2015-08-21,Office Supplies,1050.944
2015-08-21,Technology,21.728
2015-08-22,Office Supplies,66.632
2015-08-23,Office Supplies,950.368
2015-08-23,Technology,251.91
2015-08-24,Furniture,1218.059
2015-08-24,Office Supplies,2175.804
2015-08-24,Technology,3800.9120000000003
2015-08-25,Furniture,68.768
2015-08-25,Office Supplies,109.758
2015-08-27,Office Supplies,639.9739999999999
2015-08-28,Furniture,415.307
2015-08-28,Office Supplies,2132.8900000000003
2015-08-28,Technology,3943.096
2015-08-29,Technology,246.5
2015-08-31,Furniture,1552.831
2015-08-31,Office Supplies,216.52
2015-08-31,Technology,832.446
2015-09-01,Furniture,185.1
2015-09-01,Office Supplies,1222.48
2015-09-01,Technology,959.984
2015-09-03,Furniture,367.72
2015-09-03,Office Supplies,1259.338
2015-09-03,Technology,247.83999999999997
2015-09-04,Office Supplies,316.95799999999997
2015-09-04,Technology,754.326
2015-09-05,Furniture,778.651
2015-09-05,Office Supplies,155.452
2015-09-06,Furniture,549.564
2015-09-06,Office Supplies,71.78999999999999
2015-09-06,Technology,384.3
2015-09-07,Furniture,556.106
2015-09-07,Office Supplies,924.6669999999999
2015-09-07,Technology,1441.894
2015-09-08,Furniture,21.36
2015-09-08,Office Supplies,68.28
2015-09-10,Furniture,648.526
2015-09-10,Office Supplies,767.2
2015-09-11,Furniture,244.24
2015-09-11,Office Supplies,1697.8999999999999
2015-09-11,Technology,19.99
2015-09-12,Office Supplies,205.86
2015-09-12,Technology,501.964
2015-09-13,Furniture,2917.822
2015-09-13,Office Supplies,327.99
2015-09-13,Technology,199.96
2015-09-14,Furniture,1082.886
2015-09-14,Office Supplies,1299.55
2015-09-14,Technology,879.984
2015-09-15,Furniture,1976.884
2015-09-15,Office Supplies,498.996
2015-09-15,Technology,59.97
2015-09-16,Office Supplies,31.12
2015-09-17,Furniture,10006.173999999999
2015-09-17,Office Supplies,493.99399999999997
2015-09-17,Technology,1024.838
2015-09-18,Furniture,24.4
2015-09-18,Office Supplies,1422.88
2015-09-18,Technology,2477.04
2015-09-19,Furniture,122.80000000000001
2015-09-19,Office Supplies,31.36
2015-09-19,Technology,346.22
2015-09-20,Office Supplies,1836.052
2015-09-21,Furniture,3119.064
2015-09-21,Office Supplies,1431.87
2015-09-21,Technology,2431.124
2015-09-22,Furniture,252.57999999999998
2015-09-22,Office Supplies,912.948
2015-09-22,Technology,617.976
2015-09-24,Furniture,1940.51
2015-09-24,Office Supplies,1399.8239999999998
2015-09-24,Technology,880.2600000000001
2015-09-25,Furniture,1454.3480000000002
2015-09-25,Office Supplies,350.579
2015-09-25,Technology,1228.83
2015-09-26,Office Supplies,1378.289
2015-09-26,Technology,2343.984
2015-09-27,Furniture,24.288
2015-09-27,Office Supplies,486.79
2015-09-27,Technology,1871.88
2015-09-28,Office Supplies,713.5999999999999
2015-09-28,Technology,344.764
2015-10-01,Office Supplies,164.866
2015-10-01,Technology,993.548
2015-10-02,Furniture,11.032
2015-10-02,Office Supplies,611.2339999999999
2015-10-02,Technology,647.0
2015-10-03,Furniture,156.156
2015-10-03,Office Supplies,47.078
2015-10-03,Technology,71.98400000000001
2015-10-04,Furniture,457.884
2015-10-04,Office Supplies,47.696
2015-10-05,Furniture,357.462
2015-10-05,Office Supplies,152.59
2015-10-05,Technology,341.04
2015-10-08,Furniture,218.68
2015-10-08,Office Supplies,3.44
2015-10-09,Furniture,389.97
2015-10-09,Office Supplies,462.495
2015-10-09,Technology,1281.0700000000002
2015-10-10,Furniture,362.136
2015-10-10,Office Supplies,1886.058
2015-10-11,Furniture,957.5775
2015-10-11,Office Supplies,22.368
2015-10-11,Technology,31.95
2015-10-12,Furniture,1735.158
2015-10-12,Office Supplies,166.26
2015-10-12,Technology,489.3399999999999
2015-10-13,Furniture,287.94
2015-10-13,Technology,83.72
2015-10-15,Furniture,2601.946
2015-10-15,Office Supplies,13.768
2015-10-15,Technology,603.8399999999999
2015-10-16,Technology,824.97
2015-10-17,Office Supplies,77.88
2015-10-18,Furniture,10.11
2015-10-18,Office Supplies,91.104
2015-10-18,Technology,277.28000000000003
2015-10-19,Office Supplies,1715.14
2015-10-19,Technology,419.95
2015-10-20,Furniture,455.55600000000004
2015-10-20,Office Supplies,24.56
2015-10-20,Technology,239.97
2015-10-22,Office Supplies,15.128
2015-10-23,Furniture,1275.1039999999998
2015-10-23,Office Supplies,140.744
2015-10-23,Technology,846.448
2015-10-24,Furniture,801.633
2015-10-24,Office Supplies,29.512
2015-10-25,Furniture,1126.612
2015-10-25,Office Supplies,139.81
2015-10-25,Technology,158.99
2015-10-26,Office Supplies,1221.029
2015-10-26,Technology,174.304
2015-10-28,Furniture,57.21
2015-10-28,Office Supplies,47.300000000000004
2015-10-29,Office Supplies,244.24
2015-10-30,Furniture,15.488
2015-10-30,Office Supplies,182.91
2015-10-30,Technology,1923.646
2015-10-31,Furniture,748.969
2015-10-31,Office Supplies,1166.2
2015-10-31,Technology,1295.84
2015-11-01,Furniture,1094.388
2015-11-01,Office Supplies,24.567999999999998
2015-11-01,Technology,1987.15
2015-11-02,Furniture,4379.385
2015-11-02,Office Supplies,356.532
2015-11-02,Technology,792.634
2015-11-03,Furniture,1491.4199999999998
2015-11-03,Office Supplies,6.608
2015-11-03,Technology,1302.818
2015-11-05,Furniture,207.0
2015-11-05,Office Supplies,627.874
2015-11-06,Office Supplies,11.481
2015-11-07,Furniture,970.8800000000001
2015-11-07,Office Supplies,1814.283
2015-11-07,Technology,287.91
2015-11-08,Furniture,5252.4259999999995
2015-11-08,Office Supplies,768.761
2015-11-08,Technology,6175.81
2015-11-09,Furniture,1024.38
2015-11-09,Office Supplies,360.082
2015-11-09,Technology,3235.83
2015-11-10,Furniture,29.22
2015-11-10,Office Supplies,2877.794
2015-11-10,Technology,629.89
2015-11-11,Office Supplies,542.178
2015-11-12,Furniture,670.0559999999999
2015-11-12,Office Supplies,357.144
2015-11-12,Technology,100.792
2015-11-13,Furniture,1781.1372000000001
2015-11-13,Office Supplies,600.2040000000001
2015-11-13,Technology,1209.7359999999999
2015-11-14,Furniture,1190.332
2015-11-14,Office Supplies,925.75
2015-11-14,Technology,396.628
2015-11-15,Furniture,39.96
2015-11-15,Office Supplies,662.21
2015-11-16,Furniture,1784.164
2015-11-16,Office Supplies,743.458
2015-11-16,Technology,1544.712
2015-11-17,Furniture,1667.028
2015-11-17,Office Supplies,1802.99
2015-11-17,Technology,415.968
2015-11-19,Furniture,141.96
2015-11-19,Office Supplies,37.064
2015-11-19,Technology,861.76
2015-11-20,Furniture,1656.7
2015-11-20,Office Supplies,637.738
2015-11-20,Technology,566.712
2015-11-21,Furniture,2055.7748
2015-11-21,Office Supplies,506.054
2015-11-21,Technology,1051.746
2015-11-22,Furniture,206.962
2015-11-22,Office Supplies,347.384
2015-11-22,Technology,60.153
2015-11-23,Office Supplies,3142.2079999999996
2015-11-23,Technology,307.98
2015-11-24,Furniture,79.76
2015-11-24,Office Supplies,1125.024
2015-11-24,Technology,13.98
2015-11-25,Office Supplies,13.12
2015-11-26,Furniture,692.472
2015-11-26,Office Supplies,191.62
2015-11-26,Technology,599.99
2015-11-27,Furniture,1315.3955
2015-11-27,Office Supplies,404.77
2015-11-27,Technology,1389.618
2015-11-28,Furniture,625.962
2015-11-28,Office Supplies,590.616
2015-11-28,Technology,647.904
2015-11-29,Furniture,1408.8700000000001
2015-11-29,Office Supplies,1329.818
2015-11-29,Technology,21.48
2015-11-30,Furniture,1115.2
2015-11-30,Office Supplies,410.797
2015-11-30,Technology,272.4
2015-12-01,Furniture,6600.68
2015-12-01,Office Supplies,529.914
2015-12-03,Furniture,440.411
2015-12-03,Office Supplies,907.5260000000001
2015-12-03,Technology,624.708
2015-12-04,Furniture,1200.268
2015-12-04,Office Supplies,2035.484
2015-12-04,Technology,1950.0620000000001
2015-12-05,Furniture,306.53
2015-12-05,Office Supplies,503.808
2015-12-05,Technology,86.98400000000001
2015-12-06,Furniture,390.718
2015-12-06,Office Supplies,2171.83
2015-12-06,Technology,3498.954
2015-12-07,Furniture,363.84000000000003
2015-12-07,Office Supplies,200.518
2015-12-07,Technology,773.94
2015-12-08,Office Supplies,598.368
2015-12-08,Technology,2074.36
2015-12-09,Office Supplies,34.02
2015-12-10,Furniture,1536.8600000000001
2015-12-10,Office Supplies,481.118
2015-12-10,Technology,1062.402
2015-12-11,Furniture,541.862
2015-12-11,Office Supplies,529.748
2015-12-11,Technology,519.284
2015-12-12,Furniture,515.428
2015-12-12,Office Supplies,611.1179999999999
2015-12-12,Technology,322.308
2015-12-13,Office Supplies,243.92000000000002
2015-12-13,Technology,779.466
2015-12-14,Furniture,324.188
2015-12-14,Office Supplies,164.148
2015-12-14,Technology,369.968
2015-12-15,Furniture,262.864
2015-12-15,Office Supplies,158.512
2015-12-15,Technology,5073.42
2015-12-16,Office Supplies,4.98
2015-12-17,Furniture,1245.6419999999998
2015-12-17,Office Supplies,536.866
2015-12-17,Technology,135.984
2015-12-18,Furniture,20.32
2015-12-18,Office Supplies,748.728
2015-12-18,Technology,166.24
2015-12-19,Furniture,1053.164
2015-12-19,Office Supplies,691.908
2015-12-19,Technology,4375.584
2015-12-20,Furniture,373.426
2015-12-20,Office Supplies,217.286
2015-12-20,Technology,516.752
2015-12-21,Furniture,1670.126
2015-12-21,Office Supplies,151.208
2015-12-21,Technology,1436.426
2015-12-22,Furniture,422.625
2015-12-22,Office Supplies,50.688
2015-12-23,Office Supplies,194.32
2015-12-24,Furniture,1563.994
2015-12-24,Office Supplies,428.67
2015-12-24,Technology,5491.902
2015-12-25,Furniture,1433.5639999999999
2015-12-25,Office Supplies,653.564
2015-12-25,Technology,2117.84
2015-12-26,Furniture,326.646
2015-12-26,Office Supplies,234.83999999999997
2015-12-27,Furniture,2477.9031999999997
2015-12-27,Office Supplies,1305.924
2015-12-27,Technology,1364.62
2015-12-28,Office Supplies,24.816
2015-12-28,Technology,54.384
2015-12-29,Office Supplies,6.36
2015-12-30,Office Supplies,414.9
2015-12-30,Technology,2836.44
2015-12-31,Furniture,14.76
2015-12-31,Office Supplies,1366.584
2016-01-02,Furniture,173.94
2016-01-02,Technology,231.98
2016-01-03,Furniture,1592.85
2016-01-03,Office Supplies,126.33999999999999
2016-01-03,Technology,376.64
2016-01-04,Office Supplies,109.252
2016-01-04,Technology,959.968
2016-01-05,Office Supplies,5.248
2016-01-05,Technology,250.656
2016-01-07,Furniture,23.076
2016-01-07,Office Supplies,60.5
2016-01-08,Furniture,1565.88
2016-01-08,Office Supplies,184.494
2016-01-08,Technology,108.784
2016-01-09,Furniture,15.168
2016-01-09,Technology,727.8779999999999
2016-01-10,Furniture,104.77000000000001
2016-01-10,Technology,69.98
2016-01-11,Furniture,54.992
2016-01-11,Office Supplies,78.864
2016-01-11,Technology,15.588
2016-01-14,Furniture,315.776
2016-01-14,Office Supplies,89.568
2016-01-15,Furniture,181.797
2016-01-15,Office Supplies,265.156
2016-01-15,Technology,254.97
2016-01-16,Office Supplies,11.648
2016-01-16,Technology,90.57
2016-01-17,Furniture,322.59
2016-01-17,Technology,717.96
2016-01-21,Furniture,1167.056
2016-01-22,Furniture,575.308
2016-01-22,Office Supplies,176.77
2016-01-22,Technology,165.55200000000002
2016-01-23,Furniture,59.99
2016-01-23,Office Supplies,1572.33
2016-01-23,Technology,99.98
2016-01-24,Office Supplies,31.36
2016-01-25,Furniture,359.702
2016-01-25,Office Supplies,499.01
2016-01-28,Office Supplies,39.68
2016-01-30,Furniture,1109.848
2016-01-30,Office Supplies,557.5
2016-01-30,Technology,1439.968
2016-01-31,Office Supplies,1491.962
2016-01-31,Technology,109.592
2016-02-01,Office Supplies,161.97
2016-02-02,Furniture,92.474
2016-02-02,Office Supplies,154.35999999999999
2016-02-02,Technology,8749.95
2016-02-03,Furniture,866.4
2016-02-04,Furniture,14.368
2016-02-04,Office Supplies,93.02
2016-02-04,Technology,90.48
2016-02-05,Furniture,816.548
2016-02-05,Office Supplies,1428.28
2016-02-05,Technology,749.648
2016-02-06,Furniture,132.224
2016-02-07,Office Supplies,38.182
2016-02-07,Technology,723.96
2016-02-08,Furniture,241.5
2016-02-08,Technology,1127.976
2016-02-09,Technology,121.83
2016-02-11,Technology,69.93
2016-02-12,Office Supplies,1366.04
2016-02-13,Office Supplies,146.82
2016-02-14,Furniture,560.991
2016-02-14,Office Supplies,276.93
2016-02-15,Office Supplies,407.072
2016-02-16,Furniture,935.644
2016-02-16,Office Supplies,110.02399999999999
2016-02-16,Technology,89.97
2016-02-19,Furniture,44.46
2016-02-19,Office Supplies,348.2
2016-02-20,Office Supplies,16.496
2016-02-21,Furniture,204.75
2016-02-21,Office Supplies,1266.406
2016-02-21,Technology,52.97
2016-02-22,Office Supplies,500.96999999999997
2016-02-22,Technology,482.2
2016-02-23,Office Supplies,57.576
2016-02-25,Office Supplies,46.72
2016-02-27,Furniture,16.192
2016-02-27,Office Supplies,227.7
2016-02-28,Office Supplies,36.48
2016-02-29,Office Supplies,111.104
2016-03-01,Furniture,836.592
2016-03-01,Office Supplies,389.3
2016-03-01,Technology,5059.914000000001
2016-03-03,Furniture,1236.606
2016-03-03,Office Supplies,4651.41
2016-03-03,Technology,1376.406
2016-03-04,Office Supplies,155.47
2016-03-04,Technology,159.98
2016-03-05,Office Supplies,162.344
2016-03-06,Furniture,305.02
2016-03-06,Office Supplies,6.105
2016-03-06,Technology,500.178
2016-03-07,Technology,21.072
2016-03-08,Furniture,215.95999999999998
2016-03-08,Office Supplies,474.354
2016-03-08,Technology,1500.496
2016-03-09,Furniture,354.9
2016-03-09,Office Supplies,80.95
2016-03-09,Technology,199.75
2016-03-10,Furniture,176.784
2016-03-10,Office Supplies,119.596
2016-03-10,Technology,7583.354
2016-03-11,Furniture,351.262
2016-03-11,Office Supplies,498.78
2016-03-11,Technology,45.98
2016-03-12,Furniture,770.352
2016-03-12,Office Supplies,924.29
2016-03-13,Furniture,1100.4250000000002
2016-03-13,Office Supplies,6194.303
2016-03-13,Technology,1572.154
2016-03-14,Furniture,476.736
2016-03-14,Office Supplies,192.632
2016-03-15,Furniture,1880.462
2016-03-15,Office Supplies,392.36999999999995
2016-03-15,Technology,83.976
2016-03-17,Furniture,971.5
2016-03-17,Office Supplies,1174.0700000000002
2016-03-17,Technology,214.764
2016-03-18,Furniture,189.882
2016-03-18,Office Supplies,871.8
2016-03-19,Furniture,107.594
2016-03-19,Office Supplies,31.086
2016-03-20,Furniture,783.61
2016-03-20,Office Supplies,47.925000000000004
2016-03-20,Technology,96.77600000000001
2016-03-21,Furniture,627.8019999999999
2016-03-21,Office Supplies,17.904
2016-03-22,Furniture,167.888
2016-03-22,Technology,58.58
2016-03-24,Furniture,301.47
2016-03-24,Office Supplies,41.135999999999996
2016-03-24,Technology,403.168
2016-03-25,Office Supplies,59.52
2016-03-25,Technology,1287.45
2016-03-26,Office Supplies,562.27
2016-03-26,Technology,119.976
2016-03-27,Furniture,60.16
2016-03-27,Office Supplies,32.54
2016-03-28,Office Supplies,125.30000000000001
2016-03-29,Furniture,1558.091
2016-03-29,Office Supplies,130.136
2016-03-29,Technology,971.112
2016-03-30,Office Supplies,11.34
2016-03-31,Furniture,327.996
2016-03-31,Technology,312.76599999999996
2016-04-01,Furniture,1324.532
2016-04-01,Office Supplies,788.8380000000001
2016-04-01,Technology,48.11
2016-04-02,Furniture,1454.9
2016-04-03,Furniture,71.12
2016-04-03,Office Supplies,110.11800000000001
2016-04-03,Technology,259.96
2016-04-04,Furniture,82.64
2016-04-04,Office Supplies,647.6139999999999
2016-04-04,Technology,239.94
2016-04-05,Office Supplies,927.5519999999999
2016-04-05,Technology,118.782
2016-04-06,Technology,1294.75
2016-04-07,Furniture,658.746
2016-04-07,Office Supplies,111.852
2016-04-07,Technology,1199.976
2016-04-08,Furniture,1024.2079999999999
2016-04-08,Office Supplies,1450.268
2016-04-08,Technology,431.928
2016-04-09,Furniture,556.665
2016-04-09,Office Supplies,40.632
2016-04-09,Technology,517.9
2016-04-10,Office Supplies,950.594
2016-04-12,Furniture,1176.5600000000002
2016-04-12,Office Supplies,365.97
2016-04-13,Office Supplies,6.12
2016-04-14,Furniture,1317.336
2016-04-14,Office Supplies,149.236
2016-04-15,Furniture,1121.568
2016-04-15,Office Supplies,379.58399999999995
2016-04-15,Technology,700.704
2016-04-16,Furniture,9.96
2016-04-16,Office Supplies,190.028
2016-04-16,Technology,9135.098
2016-04-17,Furniture,355.24300000000005
2016-04-17,Office Supplies,29.05
2016-04-17,Technology,36.792
2016-04-18,Furniture,472.252
2016-04-18,Office Supplies,2012.7259999999999
2016-04-18,Technology,29.56
2016-04-19,Furniture,205.176
2016-04-19,Office Supplies,1143.016
2016-04-19,Technology,65.94
2016-04-21,Office Supplies,271.616
2016-04-22,Furniture,1414.3700000000001
2016-04-22,Office Supplies,351.095
2016-04-23,Office Supplies,620.378
2016-04-23,Technology,99.99
2016-04-24,Furniture,1325.76
2016-04-24,Office Supplies,22.644
2016-04-24,Technology,258.696
2016-04-25,Office Supplies,25.62
2016-04-25,Technology,82.8
2016-04-26,Furniture,434.646
2016-04-28,Furniture,71.912
2016-04-28,Office Supplies,45.184
2016-04-28,Technology,369.576
2016-04-30,Furniture,134.496
2016-04-30,Office Supplies,7.712
2016-05-01,Furniture,370.62
2016-05-01,Office Supplies,147.246
2016-05-02,Furniture,781.0600000000001
2016-05-02,Office Supplies,317.076
2016-05-03,Furniture,51.968
2016-05-03,Office Supplies,257.61199999999997
2016-05-03,Technology,789.433
2016-05-05,Furniture,2072.464
2016-05-05,Office Supplies,205.168
2016-05-05,Technology,423.648
2016-05-06,Furniture,96.31200000000001
2016-05-06,Office Supplies,114.472
2016-05-06,Technology,26.176
2016-05-07,Furniture,506.444
2016-05-07,Office Supplies,129.632
2016-05-07,Technology,4199.9
2016-05-08,Furniture,211.96
2016-05-08,Office Supplies,1070.172
2016-05-08,Technology,58.112
2016-05-09,Office Supplies,1170.396
2016-05-09,Technology,113.116
2016-05-10,Office Supplies,19.032
2016-05-10,Technology,743.988
2016-05-11,Office Supplies,5.98
2016-05-12,Furniture,10.02
2016-05-12,Office Supplies,156.898
2016-05-12,Technology,751.96
2016-05-14,Furniture,109.576
2016-05-14,Office Supplies,117.226
2016-05-14,Technology,229.128
2016-05-15,Office Supplies,648.9119999999999
2016-05-16,Furniture,282.84
2016-05-16,Office Supplies,597.6199999999999
2016-05-17,Furniture,195.848
2016-05-17,Office Supplies,151.074
2016-05-18,Office Supplies,122.22
2016-05-19,Furniture,717.64
2016-05-19,Office Supplies,864.3679999999999
2016-05-20,Furniture,1049.2
2016-05-20,Office Supplies,58.753
2016-05-20,Technology,1363.96
2016-05-21,Office Supplies,200.378
2016-05-21,Technology,2517.8360000000002
2016-05-22,Furniture,174.286
2016-05-22,Office Supplies,704.45
2016-05-22,Technology,920.464
2016-05-23,Furniture,37.05
2016-05-23,Office Supplies,21.642
2016-05-23,Technology,10502.286
2016-05-24,Office Supplies,277.756
2016-05-25,Furniture,24.96
2016-05-25,Office Supplies,1287.01
2016-05-26,Furniture,941.4440000000001
2016-05-26,Office Supplies,338.856
2016-05-26,Technology,695.056
2016-05-27,Furniture,3535.6600000000003
2016-05-27,Office Supplies,1769.4180000000001
2016-05-28,Furniture,390.272
2016-05-28,Office Supplies,770.652
2016-05-28,Technology,976.4
2016-05-29,Furniture,44.76
2016-05-29,Office Supplies,38.475
2016-05-29,Technology,979.95
2016-05-30,Furniture,3292.308
2016-05-30,Office Supplies,1436.692
2016-05-30,Technology,3361.578
2016-05-31,Furniture,223.143
2016-05-31,Office Supplies,36.016
2016-05-31,Technology,179.7
2016-06-02,Office Supplies,157.844
2016-06-03,Furniture,71.088
2016-06-04,Furniture,810.5409999999999
2016-06-04,Office Supplies,124.148
2016-06-04,Technology,1381.8339999999998
2016-06-05,Office Supplies,659.82
2016-06-06,Furniture,548.96
2016-06-06,Office Supplies,1090.48
2016-06-06,Technology,4386.872
2016-06-07,Office Supplies,51.562
2016-06-09,Furniture,815.292
2016-06-09,Technology,873.1800000000001
2016-06-10,Furniture,1335.68
2016-06-10,Office Supplies,76.71600000000001
